Date,Open,High,Low,Close,Volume
2025-01-06,199.23,200.82,197.66,199.82,1317301
2025-01-07,203.48,204.74,201.08,202.72,1244190
2025-01-08,201.22,202.85,199.23,200.71,1171985
2025-01-09,200.57,202.42,199.27,200.28,1302240
2025-01-10,199.63,200.93,197.93,200.06,1385377
2025-01-13,200.17,201.27,198.76,200.1,1004906
2025-01-14,201.76,202.7,200.47,201.99,999236
2025-01-15,202.4,203.95,200.74,202.39,1587326
2025-01-16,202.43,203.35,201.32,202.56,1178226
2025-01-17,202.43,204.33,201.39,203.45,1324518
2025-01-20,205.12,205.85,203.7,204.55,1079242
2025-01-21,203.85,204.76,202.49,203.89,837412
2025-01-22,203.94,205.54,202.08,204.18,997638
2025-01-23,205.56,207.17,204.86,205.84,1052381
2025-01-24,206.69,207.96,204.67,206.51,1188020
2025-01-27,206.91,207.98,206.29,207.36,1043216
2025-01-28,205.54,207.85,205.1,206.67,1043197
2025-01-29,208.97,210.19,207.62,208.77,1176828
2025-01-30,208.01,209.52,206.83,207.75,1285771
2025-01-31,208.19,209.16,207.41,208.29,1006723
2025-02-03,207.28,208.5,206.02,207.85,1505245
2025-02-04,210.25,211.58,208.58,210.2,1199437
2025-02-05,209.9,212.12,208.51,210.64,1256394
2025-02-06,210.37,212.0,209.5,210.89,1052967
2025-02-07,211.22,212.63,210.12,211.59,990204
2025-02-10,213.03,213.62,211.68,212.61,1374125
2025-02-11,208.93,210.97,207.11,209.11,850614
2025-02-12,209.16,210.31,207.68,209.38,1226860
2025-02-13,210.21,210.95,208.59,209.24,1269186
2025-02-14,209.45,210.84,208.11,209.27,1233756
2025-02-17,209.93,210.36,209.51,209.76,959887
2025-02-18,211.49,213.28,210.5,211.68,1824197
2025-02-19,210.41,212.01,209.4,210.71,1108028
2025-02-20,211.47,213.9,210.76,212.56,1033184
2025-02-21,212.88,214.37,211.11,212.4,603366
2025-02-24,212.82,213.81,211.29,212.6,803866
2025-02-25,212.61,213.34,211.63,212.69,1092215
2025-02-26,212.59,213.64,211.72,212.66,1003736
2025-02-27,212.12,212.54,211.01,211.75,1119267
2025-02-28,212.59,214.49,211.66,213.37,1007410
2025-03-03,210.73,212.59,209.79,211.02,1141378
2025-03-04,207.85,209.79,206.88,208.42,1277634
2025-03-05,210.01,211.15,208.32,209.13,1148755
2025-03-06,208.57,209.98,206.59,208.13,1095489
2025-03-07,207.88,210.22,206.28,208.98,1012764
2025-03-10,207.8,209.59,206.12,208.56,1137088
2025-03-11,208.25,209.52,207.64,208.32,1081675
2025-03-12,209.82,211.2,208.67,210.05,909222
2025-03-13,207.61,209.37,207.12,208.27,1062973
